run_id,fault_type,noise,phase_focus,t_fault,T_delay_s,T_missed,T_false_alarms,R_delay_s,R_missed,R_false_alarms
fault_bias_noise_high_seed_243_phase_climb,bias,high,climb,94.2828263613188,0,0,100,0,0,100
fault_bias_noise_high_seed_244_phase_climb,bias,high,climb,63.812298549987,0,0,73,0,0,73
fault_bias_noise_high_seed_245_phase_climb,bias,high,climb,80.2828301198747,0,0,91,0,0,91
fault_bias_noise_high_seed_246_phase_climb,bias,high,climb,97.2177335220348,0,0,117,0,0,117
fault_bias_noise_high_seed_247_phase_climb,bias,high,climb,95.6518073367987,0,0,92,0,0,92
fault_bias_noise_high_seed_248_phase_climb,bias,high,climb,78.8939284422549,0,0,68,0,0,68
fault_bias_noise_high_seed_249_phase_climb,bias,high,climb,98.4572839763477,0,0,111,0,0,111
fault_bias_noise_high_seed_250_phase_climb,bias,high,climb,71.2667727707381,0,0,76,0,0,76
fault_bias_noise_high_seed_251_phase_descent,bias,high,descent,500.486783666216,0,0,578,0,0,578
fault_bias_noise_high_seed_252_phase_descent,bias,high,descent,514.285602457405,0,0,566,0,0,566
fault_bias_noise_high_seed_253_phase_descent,bias,high,descent,523.811881185977,0,0,563,0,0,563
fault_bias_noise_high_seed_254_phase_descent,bias,high,descent,511.092966394999,0.799999999999955,0,538,0.799999999999955,0,538
fault_bias_noise_high_seed_255_phase_descent,bias,high,descent,511.934694187293,0,0,540,0,0,540
fault_bias_noise_high_seed_256_phase_descent,bias,high,descent,504.138168887858,0,0,532,0,0,532
fault_bias_noise_high_seed_257_phase_descent,bias,high,descent,535.066272132292,0,0,598,0,0,598
fault_bias_noise_high_seed_258_phase_descent,bias,high,descent,530.64644485379,0,0,559,0,0,559
fault_bias_noise_high_seed_259_phase_descent,bias,high,descent,528.758172871646,0,0,623,0,0,623
fault_bias_noise_high_seed_260_phase_descent,bias,high,descent,538.289644569051,0,0,601,0,0,601
fault_bias_noise_high_seed_261_phase_descent,bias,high,descent,512.21989894783,0,0,602,0,0,602
fault_bias_noise_high_seed_262_phase_descent,bias,high,descent,530.735563412902,0,0,587,0,0,587
fault_bias_noise_high_seed_263_phase_descent,bias,high,descent,514.628147866932,0,0,541,0,0,541
fault_bias_noise_high_seed_264_phase_descent,bias,high,descent,519.591637303722,0,0,571,0,0,571
fault_bias_noise_high_seed_265_phase_descent,bias,high,descent,506.884429930298,0,0,570,0,0,570
fault_bias_noise_high_seed_266_phase_descent,bias,high,descent,504.98213175587,0,0,568,0,0,568
fault_bias_noise_high_seed_267_phase_descent,bias,high,descent,515.456062030536,0,0,604,0,0,604
fault_bias_noise_high_seed_268_phase_descent,bias,high,descent,509.396818720373,0,0,552,0,0,552
fault_bias_noise_high_seed_269_phase_descent,bias,high,descent,509.709052024205,0,0,570,0,0,570
fault_bias_noise_high_seed_270_phase_descent,bias,high,descent,527.165552038896,0,0,541,0,0,541
fault_bias_noise_high_seed_271_phase_descent,bias,high,descent,503.708663271932,0,0,559,0,0,559
fault_bias_noise_high_seed_272_phase_descent,bias,high,descent,533.82382041211,0,0,584,0,0,584
fault_bias_noise_high_seed_273_phase_descent,bias,high,descent,533.866010390892,0,0,533,0,0,533
fault_bias_noise_high_seed_274_phase_descent,bias,high,descent,521.132150689567,0,0,582,0,0,582
fault_bias_noise_high_seed_275_phase_descent,bias,high,descent,505.300908342885,0,0,573,0,0,573
fault_bias_noise_high_seed_276_phase_descent,bias,high,descent,512.730858035394,0,0,615,0,0,615
fault_bias_noise_high_seed_277_phase_descent,bias,high,descent,529.080041589777,0,0,609,0,0,609
fault_bias_noise_high_seed_278_phase_descent,bias,high,descent,517.115088656409,0,0,549,0,0,549
